Topic,Sentiment,TweetText,TweetDate,TweetId
Ben Carson,negative,"Deer in the headlights RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate",8/7/2015 9:54,6.29697E+17
Ben Carson,neutral,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,8/7/2015 9:53,6.29697E+17
Ben Carson,negative,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",8/7/2015 9:53,6.29697E+17
Ben Carson,positive,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",8/7/2015 9:53,6.29697E+17
Ben Carson,negative,RT @gov: Most-Tweeted #GOPDebate moment for @RealBenCarson: saying he wouldn't publicize to the world his answer on waterboarding.,8/7/2015 9:52,6.29697E+17
Ben Carson,positive,Best closing statement: @RealBenCarson #GOPDebate,8/7/2015 9:52,6.29697E+17
Ben Carson,positive,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,8/7/2015 9:52,6.29697E+17
Ben Carson,positive,RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate,8/7/2015 9:52,6.29697E+17
Ben Carson,neutral,"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate",8/7/2015 9:52,6.29697E+17
Ben Carson,positive,"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective",8/7/2015 9:52,6.29697E+17
Ben Carson,positive,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPD…",8/7/2015 9:52,6.29697E+17
Ben Carson,positive,RT @DonnieWahlberg: Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fi…,8/7/2015 9:52,6.29697E+17
Ben Carson,positive,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",8/7/2015 9:50,6.29696E+17
Ben Carson,positive,"RT @zellieimani: Ben Carson: No one seems to see me or cares what I have to say . 

But racism doesnt exist. #KKKorGOP #GOPDebate http://t.…",8/7/2015 9:50,6.29696E+17
Ben Carson,positive,Everyone still talking about what a great job @RealBenCarson did at the #GOPDebate last night. Articulate and very good points made. 👍🏼👍🏼👍🏼,8/7/2015 9:50,6.29696E+17
Ben Carson,negative,"@AmbitiousPaul ""our skin does not make us who we are.. It's our brain""... How is that a sellout? #GOPDebate",8/7/2015 9:50,6.29696E+17
Ben Carson,negative,"hadiyah: Bruh, Ben Carson is boring AF! He need to punch Trump in the face so he can get in the game. #GOPDebate",8/7/2015 9:50,6.29696E+17
Ben Carson,neutral,hadiyah: So when do we get to police brutality and black lives? I bet Ben Carson gets that question. That's IF they even ask it. #GOPDebate,8/7/2015 9:50,6.29696E+17
Ben Carson,negative,"RT @billmaher: Ben Carson doubts HIllary will be the Dem nominee?? Ben, do you still have your brain-cutting tools? And a mirror? OK, lie d…",8/7/2015 9:50,6.29696E+17
Ben Carson,negative,RT @megynkelly: .@RealBenCarson:  There is no such thing as a politically correct war #GOPDebate,8/7/2015 9:49,6.29696E+17
Ben Carson,positive,RT @MrGeorgeWallace: The other candidates are stayin' pretty calm considering they assume Dr. Carson's gonna mug them at some point. #GOPDe…,8/7/2015 9:49,6.29696E+17
Ben Carson,positive,"""@FoxNews: .@brithume: “The best closing statement was @RealBenCarson's.” #GOPDebate #KellyFile http://t.co/WKQIhlnXn4"" . . . i so agree!",8/7/2015 9:48,6.29696E+17
Ben Carson,negative,"RT @JamilSmith: Ben Carson says that folks are trying to start a race war. Is he talking about #BlackLivesMatter, or folks like Dylann Roof…",8/7/2015 9:48,6.29696E+17
Ben Carson,negative,"RT @almightygod: Ben Carson: ""God's a pretty fair guy."" I guess he's never read the Bible. #job #pharaoh #shebears  #GOPDebate",8/7/2015 9:46,6.29695E+17
Ben Carson,positive,@RealBenCarson Excellent job last night at the #GOPDebate. Class act all around. Proud to have you as a Republican candidate. #BenCarson,8/7/2015 9:46,6.29695E+17
Ben Carson,neutral,RT @RealBenCarson: My Pre #GOPDebate 'ritual'. #BC2DC16  https://t.co/agbMc4nBM5,8/7/2015 9:46,6.29695E+17
Ben Carson,positive,"RT @DraftRunBenRun: ""We are the United States of America, not the Divided States of America."" -@RealBenCarson #GOPDebate http://t.co/riTsRZ…",8/7/2015 9:46,6.29695E+17
Ben Carson,negative,Ben Carson identifying the left's use of Alinsky tactics? Masterful. #GOPDebate,8/7/2015 9:46,6.29695E+17
Ben Carson,negative,I feel like they are just throwing Carson scraps. Ask him real questions find out what his policies are #GOPDebate,8/7/2015 9:45,6.29695E+17
Ben Carson,neutral,Early in this #GOPDebate @RealBenCarson looks uncomfortable and uneasy.,8/7/2015 9:45,6.29695E+17
Ben Carson,positive,"RT @FrankLuntz: The biggest (pleasant) surprise in tonight’s #GOPDebate was Ben Carson.

#KellyFile",8/7/2015 9:44,6.29695E+17
Ben Carson,positive,"@PamelaGeller @AnnCoulter Kim/Kanye are great examples of Hillary's ""useful idiots"" that @RealBenCarson was referring to in #GOPDebate .",8/7/2015 9:43,6.29694E+17
Ben Carson,negative,America in 2015 Doesn't Deserve Ben Carson http://t.co/pe4NrDzXoG via @ijreview @gop #gopdebate @realbencarson,8/7/2015 9:43,6.29694E+17
Ben Carson,negative,RT @Nitaina_: How can you deny the existence of something that shaped the country you're planning to run? #RaceBlindness #BenCarson #GOPDeb…,8/7/2015 9:43,6.29694E+17
Ben Carson,negative,Look at that affirmative action letting that black man stand with those nine white guys @BenCarson2016 #GOPDebate,8/7/2015 9:42,6.29694E+17
Ben Carson,negative,RT @bethanyshondark: Listen brain surgery is impressive. But I don't understand how being able to do that landed Carson on this stage. #GOP…,8/7/2015 9:41,6.29694E+17
Ben Carson,negative,RT @DaTechGuyblog: Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  …,8/7/2015 9:40,6.29694E+17
Ben Carson,positive,"RT @KeltieKnight: @RealBenCarson great job tonight, you seemed like the only one up there with a soul. #GOPDebate",8/7/2015 9:40,6.29694E+17
Ben Carson,negative,"RT @andreagrimes: Carson: I don’t see color, I just see brains 

#gopdebate http://t.co/cyuQBKB3XD",8/7/2015 9:39,6.29693E+17
Ben Carson,neutral,"RT @KennedyNation: ""Megyn I could crack your head open and eat your brain."" - Dr Ben Carson #GOPDebate",8/7/2015 9:39,6.29693E+17
Ben Carson,positive,The #GOPDebate PROVED why @RealBenCarson is here for good.... @rfrasher90 #Neurosurgery #Deserving #POTUS #Genius http://t.co/2fF3OmzjSM,8/7/2015 9:38,6.29693E+17
Ben Carson,positive,What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC,8/7/2015 9:38,6.29693E+17
Ben Carson,neutral,I honestly really want to hear what Ben Carson has to say #GOPDebate,8/7/2015 9:37,6.29693E+17
Ben Carson,negative,RT @pittgriffin: Ben Carson says the most important thing is a brain. Half the GOP field disqualified. #GOPDebate,8/7/2015 9:37,6.29693E+17
Ben Carson,negative,Oh yeah that's right Ben Carson is still here #GOPDebate,8/7/2015 9:37,6.29693E+17
Ben Carson,positive,Well yeah...#GOPDebate @GOP @RealBenCarson @megynkelly #CarsonWins #BC2DC16 #ImWithBen #WinBenWin #InItToWinIt  https://t.co/YrhbygJeMv,8/7/2015 9:37,6.29693E+17
Ben Carson,negative,RT @rantoddj: Of course they ask Ben Carson the signature 'race relations' question. His response? #GOPDebate http://t.co/pQkLCTmqKQ,8/7/2015 9:37,6.29693E+17
Ben Carson,negative,RT @MrGeorgeWallace: Ben Carson's a doctor. Maybe he can check the audience for a pulse. #GOPDebate,8/7/2015 9:37,6.29693E+17
Ben Carson,positive,RT @megynkelly: .@brithume: Best closing statement was @RealBenCarson #GOPDebate,8/7/2015 9:37,6.29693E+17
Ben Carson,positive,"Ben Carson, Ted Cruz, and you-know-who won the Google search war http://t.co/tYQVy0Bhup

@realBenCarson #GOPDebate",8/7/2015 9:36,6.29693E+17
Ben Carson,neutral,RT @rolandsmartin: Ben Carson wants a proportional tax system that is based on the biblical model of tithing. #GOPDebate #NewsOneNow #Rolan…,8/7/2015 9:35,6.29692E+17
Ben Carson,negative,"RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate",8/7/2015 9:35,6.29692E+17
Ben Carson,negative,How can you deny the existence of something that shaped the country you're planning to run? #RaceBlindness #BenCarson #GOPDebate,8/7/2015 9:34,6.29692E+17
Ben Carson,positive,I like senator #GOPDebate #Carson2016,8/7/2015 9:34,6.29692E+17
Ben Carson,positive,RT @alainasmith_: Really impressed with Dr. Carson and Senator Rubio tonight #GOPDebate,8/7/2015 9:34,6.29692E+17
Ben Carson,positive,"RT @urfavrochelle: The best closing statement was ""@RealBenCarson "" #GOPDebate",8/7/2015 9:34,6.29692E+17
Ben Carson,positive,@RealBenCarson @DrBenCarson2016 #GOPDebate I loved this quote and how true it is!!! http://t.co/9SBG2rXkVO,8/7/2015 9:33,6.29692E+17
Ben Carson,negative,RT @coketweet: I wish someone would ask Ben Carson if he thinks black lives matter. (I guarantee he would answer that all lives matter.) #G…,8/7/2015 9:33,6.29692E+17
Ben Carson,positive,RT @JennHohman: After #GOPDebate He's on top!  Go @RealBenCarson Go!!  #FoxNews and  @megynkelly keep Ben on the air! http://t.co/DgGlgoNasd,8/7/2015 9:32,6.29692E+17
Ben Carson,negative,"RT @WayneDupreeShow: #GOPDebate 

#MegynKelly promised they would be calling on @RealBenCarson
a lot more ...guess she embellished that one…",8/7/2015 9:32,6.29692E+17
Ben Carson,neutral,"Ben Carson was right to be angry, but next to Rand Paul and Donald Trump, he was downright passive. #GOPDebate",8/7/2015 9:32,6.29692E+17
Ben Carson,negative,"RT @billmaher: Good for you, Megyn Kelly, calling Ben Carson an idiot right off the bat. #GOPDebate",8/7/2015 9:31,6.29691E+17
Ben Carson,negative,"RT @AnneBayefsky: .@RealBenCarson: Skin &amp; hair don’t make people who they are. As a neurosurgeon, I operate on who they are. #GOPDebate",8/7/2015 9:31,6.29691E+17
Ben Carson,neutral,"RT @AnneBayefsky: .@RealBenCarson: asked why doesn't talk more about race? Those who want to destroy us, want to divide us. We mustn't let …",8/7/2015 9:31,6.29691E+17
Ben Carson,positive,"""It is that progressive movement that is causing them the problems."" - eloquent words from @BenCarson2016. #GOPDebate",8/7/2015 9:31,6.29691E+17
Ben Carson,negative,"@BenCarson2016 may have separated conjoined twins, but @realDonaldTrump created the duckface.  Why wouldn't he bring this up? #GOPDebate",8/7/2015 9:30,6.29691E+17
Ben Carson,positive,After #GOPDebate He's on top!  Go @RealBenCarson Go!!  #FoxNews and  @megynkelly keep Ben on the air! http://t.co/DgGlgoNasd,8/7/2015 9:29,6.29691E+17
Ben Carson,negative,"RT @JRpolitirants: Don't get me wrong, Ben Carson is a brilliant man, I admire him, but I don't see him as president, its true he has a lot…",8/7/2015 9:29,6.29691E+17
Ben Carson,negative,"RT @pittgriffin: Who did Megyn Kelly ask about racism in America? Ben Carson - why, because he's a neurosurgeon? #GOPDebate",8/7/2015 9:28,6.29691E+17
Ben Carson,positive,RT @KurtSchlichter: Nice Dr Carson. Nice. #GOPDebate,8/7/2015 9:27,6.2969E+17
Ben Carson,neutral,"@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate",8/7/2015 9:27,6.2969E+17
Ben Carson,neutral,RT @AFarray: Ben Carson at last night's #GOPDebate http://t.co/efv4ZagbAW,8/7/2015 9:27,6.2969E+17
Ben Carson,neutral,"#GOPDebate

There is no such thing as a politically correct war - Ben Carson

@amotekun1",8/7/2015 9:27,6.2969E+17
Ben Carson,positive,"RT @PamelaGeller: Ben Carson: ""There are no politically correct wars."" #amen #GOPDebate",8/7/2015 9:26,6.2969E+17
Ben Carson,negative,RT @dawnintheworld: #BATsAsk @RealBenCarson Can you do some quick brain surgeries before the curtain goes down on tonight's #GopDebate?  @B…,8/7/2015 9:26,6.2969E+17
Ben Carson,positive,RT @KatiePavlich: Audience loves Carson #GOPDebate,8/7/2015 9:26,6.2969E+17
Ben Carson,negative,Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  #gopdebate #tcot #p2,8/7/2015 9:25,6.2969E+17
Ben Carson,negative,"RT @zellieimani: Ben Carson never being talked about in elementary schools during Black History Month ever again, dawg. #GOPDebate",8/7/2015 9:25,6.2969E+17
Ben Carson,positive,RT @peddoc63: I loved❤️@RealBenCarson said he doesn't see race because he's a neurosurgeon! Person's skin doesn't make them who they are! A…,8/7/2015 9:25,6.2969E+17
Ben Carson,negative,RT @BOUNCE_COMIC: Black folks looking at @BenCarson2016 like... #GOPDebate http://t.co/PU672WgzYm,8/7/2015 9:25,6.2969E+17
Ben Carson,negative,"RT @AmyMek: ""If you don't get the Military Right, nothing else is going 2 work…"" - Carson. This is exactly why Obama attacks our Military! …",8/7/2015 9:25,6.2969E+17
Ben Carson,neutral,RT @XLNB: Ben Carson's presence on #GOPDebate doesn't negate the fact there was barely any mention of racial inequality for questions.,8/7/2015 9:24,6.2969E+17
Ben Carson,negative,RT @pattonoswalt: Dear Dr. Ben Carson: A CANTICLE FOR LEIBOWITZ is not a hopeful vision of the future. #tithing #GOPDebate,8/7/2015 9:24,6.2969E+17
Ben Carson,negative,"RT @sbthistle: #GOPDebate ""I think God's a pretty fair guy."" God's not a guy, Dr. Carson. Women as well as men are created in ""God's image.…",8/7/2015 9:24,6.2969E+17
Ben Carson,negative,RT @Politics4dum: 67 honorary degrees Ben Carson has and still has no brain! #Republicandebate #GOPDebate,8/7/2015 9:24,6.29689E+17
Ben Carson,positive,Ben Carson at last night's #GOPDebate http://t.co/efv4ZagbAW,8/7/2015 9:23,6.29689E+17
Ben Carson,positive,"RT @DLoesch: Carson’s goal tonight: Introduce himself to America, make people remember him. I think he accomplished that. #GOPDebate",8/7/2015 9:23,6.29689E+17
